index,sentiment,text,type
0,1,"RT @UNCLESKITZ: @TylerCuccia wya yung nigger
",3
0,1,"Like all you do as a lesbian is kiss women and all gay men do is have sex. Like we don't spend our precious time fighting their bullshit.
",4
0,1,"RT @zackfox: me: we're all one, god's children, made from stardust, we can't let hatred and vio-- emboldened white supremacists:… 
",1
0,5,"nigger
",3
0,5,"@RonaldKoeman shove that up your ass you money grabbing fat ginger twat !
",2
0,1,"""I'm sick of people calling me a whore and slut.""
",4
0,5,"@BBCWorld @realDonaldTrump @HillaryClinton trump is a fucking joke. That twat bitches about everything. Fuck trump &amp; pence. #notmypresident
",6
0,5,"@luke_brooks dm me you cunt
",2
0,5,"@Unitedroad81 and he's taken us backwards and things will only get worse you thick cunt
",2
0,5,"@petchovic_11 yeah might've done as well aren't a retard like you
",5
0,5,"@JocelynNeaves @_brileejaice no she's a twat
",2
0,5,"LIFE HACK: dog smiling at the mall was playing temple run so I broke his jaw lol it's not 2014 anymore you little retard
",5
0,5,"@drumuitar its not a joke, anyone wishing an 8 month old a happy birthday is a retard
",5
0,5,"@CwlZepplin Imagine disputing $1, look at you, you greasy emo cunt. Go get a trim you ugly cunt
",7
0,5,"@Apulsive @evex another #BDK fag
",4
0,5,"RT @UnrealGrizi: OH well Lingard's should start , FUCK OFF LINGARD IS FUCKING CUNT NO ONE LIKES YOU FUCK OFF
",2
0,5,"Fucking TWAT! 😡😡😡
",2
0,1,"RT @sameoldkeven: 5.) people need to stop slut shaming Rt- if you agree  Fav- if you disagree
",4
0,5,"@MsBlaireWhite @RileyJayDennis so I'm a hater because I won't date a disabled fat black tranny? Guys just can't win these days
",7
0,5,"RT @gulcyyy: @petchovic_11 yeah might've done as well aren't a retard like you
",5
0,5,"@SopanDeb She's nothing more than a political whore.
",6
0,5,"If you have your Christmas tree up now your are the definition of cunt.
",2
0,1,"@700club TELEVISED SLUT SHAMING is not s problem?
",4
0,5,"@LiamPaulCanning nobody cares fuck off cunt
",2
0,5,"Did you steal my bowl slut @_tausha04
",4
0,5,"@joshtpm @CNNSotu @CNNPolitics she is a total cunt and I would contribute good money for someone to tell her that on live TV
",6
0,5,"@krti678 @subpars your entire existence revolves around a dread head nigger who's never dropped a single mixtape.
",3
0,1,"RT @tbhjustugIy: school:  ""ugly"" ""fat"" ""whore"" ""stupid""  twitter:  ""bby"" ""ilysm"" ""beautiful"" ""pretty""  do u understand now
",7
0,5,"dwight u ignorant slut
",4
0,5,"RT @armedFL: I can easily call @ananavarro a political whore who like to sale her fat ugly ass 4the 1who offer more..a nasty whore #BurnInH…
",6
0,5,"You paedophile whore @HillaryClinton
",6
0,5,"@Dezify @RicoOfNava @L7Atmos @Rehztard lmao I'm dying looking at this irrelevant retard in here😂
",5
0,1,"RT @ArmyAFG: This is PAKi establishment Zulam against refugees not Israel jaws,they didn't understand humanity, they R NOT muslim https://t…
",1
0,5,"@NawtiNawtyness punch her in the gash
",2
0,5,"@BrettArends You are a fucking un-patriotic douchebag.
",6
0,5,"RT @JohnnieVet: Americans don't want more sponges in our Country! ....and that douchebag Obummer might as well be standing on the b… 
",6
0,1,"why do all homo/gay films have the worst or sad endings , like wtf ..
",4
0,5,"@SturridgeStrike it's Liam you retard
",5
0,5,"@dairekt @spinosauruskin that guy just oozes retard
",5
0,5,"@akaSlachy i went to take a shit retard
",5
0,5,"I've explained it. Normally I wouldn't take that shit but this kids power level is no joke . Still a fag for stalking me tho
",4
0,5,"RT @kayakrepairman: ""Calling your mother a 'whore'""√ ""Calling your father a dog?"" √ ""Use of the word 'Satan'"" √  Chances this is a Musl… 
",7
0,1,"Nigger's A WORD
",3
0,5,"The Mexican loses possession #buildthewall
",3
0,5,"RT @jaysavageasf88: I hope bernie wins, cause donald trump is a racist cunt.
",6
0,5,"The prophet Mohammed may have been a sex offending slave owner and a cunt of massive proportions but he saved the lives of millions of Pigs.
",1
0,1,"RT @sugarscape: 1D fans raise an incredible $11k for London Lesbian and Gay Switchboard in honour of Harry Styles' birthday http://t.co/8xY…
",4
0,5,"That nigger wants to name our child Neo Junior. Laugh with me.
",3
0,5,"RT @OhNoSheTwitnt: Why would Jill Stein-who called Hillary worse than Trump-want #Recount2016? Because she's an amoral attention-whore… 
",6
0,1,"I've been saying we need to kill all straight men forever - what are they useful for? lmao evolution ya dumb cunt
",4
0,5,"RT @efaamcd: Instagram captions are literally so hard to write without sounding like a complete gimp or freak
",4
0,5,"RT @Demented_Jokes: What is long, red and hangs from a cunt?   Donald Trumps tie.
",6
0,1,"RT @franangeeeel: No matter gay, straight or bi, lesbian, transgendered life, I'm on the right track, baby, I was born to survive
",4
0,1,"@OnePerfectShot This is offensive for those who do not identify as male or female. When are you going to do a Tranny behind the camera?
",4
0,5,"@Sidman010383 you're actually a retard.
",5
0,1,"@ezlusztig I usually agree with you, but, as a woman, I'm telling you it IS slut shaming, even if that's not how you intend it. (1)
",4
0,1,"@ezlusztig A better way to look at this is- let's focus on Trump, and not whether his wife is a 'slut.' Arrest the real criminals.
",6
0,1,"@CyberiaCecilia I called myself a faggot as a joke that's ok. And I have never said the word tranny one of my best friends is trans lol
",4
0,5,"RT @Revex: A hoe just gon be a hoe.  A slut just gon be a slut.
",4
